text,sentiment,sourcesheet,unanimous,annotator_1,annotator_2,annotator_3
یہ سب باتیں چھوڑیں، کوئی طریقہ بتائیں کہ فورم پر کرکٹ‌ میچز کی باقاعدہ اپڈیٹ ملتی رہے اگر کوئی ایسا نیوز ٹِکر یا آر ایس ایس فیڈ موجود ہو تو اس کو یہاں کسی بلاک میں دکھایا جا سکتا ہے,neutral,sports,False,neu,pos,neu
 کی رس س ہے کیااگر موجود ہے تواس کو فورم سے کیا جاسکتا ہے باقی منتظمین کی مرضی,neutral,sports,True,neu,neu,neu
بہت شکریہ نعیم اختر، اس صفحے پر کچھ فیڈز کے ایڈریس تو ہیں اب دیکھتے ہیں کہ اسے کیسے فورم پر لایا جا سکتا ہے میرے ذہن میں کچھ حل موجود تو ہیں، انہیں آزما کر دیکھوں گا کہ کونسا طریقہ صحیح چلتا ہے,positive,sports,False,neu,pos,pos
جی بجا ارشاد، لیکن آپ بھی جانتے ہوں گے کہ عوام الناس کی دلچسپی ہاکی سے زیادہ کرکٹ میں ہی ہوتی ہے,positive,sports,True,pos,pos,pos
درست فرمایااس بارے میں تو دو آرا ہو ہی نہیں سکتیں,neutral,sports,False,neu,neg,neu
اور آجکل تو کرکٹ خواتین میں بھی بہت مقبول ہے جسکا مظاہرہ آپ گزشتہ پاکستان اور انگلستان کی سیریز میں دیکھ چکے ہوں گے,positive,sports,True,pos,pos,pos
اس مقبولیت کا راز کیا ہے,positive,sports,False,pos,neu,pos
گویا سب بہنوں کا ایک ہی بھائی,neutral,sports,False,neu,pos,neu
ظاہر ہے پہلے ہی بال بچے دار ہے تو بھائی ہی ہو گا ناں,neutral,sports,False,neu,pos,neu
رات کو خبروں میںمیں نے سنا تھاکہ  رکنی ٹیم کا اعلان ہو گیا ہےاس سے زیادہ سمجھ نہیں آئی    ,negative,sports,False,neg,neu,neg
آپ اپنے ذہن پر اس ضمن میں ذور نہ ہی ڈالیں تو اچھا ہے کہ کرکٹ کی آپ کو بالکل سمجھ نہیں,neutral,sports,False,neu,neg,neu
ویسے یہ  رکنی ٹیم کا مطلب ہے وہ  کھلاڑی جو میچ میں حصہ لیں گے  کھلاڑی کھیلیں گے اور  متبادل کے طور پر حاضر رہیں گے,neutral,sports,False,neu,pos,neu
اگر تو سیریز جیتنی ہے تو مشترکہ کاوش کرنی ہو گی انفرادی کوشش کوئی فائدہ نہ دے گی,neutral,sports,False,neu,neg,neu
اچھا اس کا مطلب یہ ہوتا ہےمجھے تو پتہ ہی نہیں تھا,neutral,sports,True,neu,neu,neu
چلیں اب تو پتہ چل گیا ناں,neutral,sports,True,neu,neu,neu
پتہ تو چل گیا ہےلیکن اب مجھے پوسٹ کچھ احتیاط سے ہی کرنی پڑیں گینبیل صاحب تو آ کر ڈانٹ ہی جاتے ہیںکہ تھریڈ کے مطابق بات چیت کیا کریں ,negative,sports,True,neg,neg,neg
چھوڑیں آپ نبیل صاحب کو، وہ “ صاحب “ جو ہوئے آپ اپنا کام کرتی رہیں,neutral,sports,True,neu,neu,neu
آپ تو ایسے کہہ رہے ہیںجیسے میں نے ان کو پکڑا ہوا ہے,neutral,sports,True,neu,neu,neu
ہاں واقعیوہ صاحب ہی ہیں,neutral,sports,True,neu,neu,neu
میرا مطلب تھا کہ آپ اپنا کام کرتی رہیں اور ان کی کوئی پرواہ نہ کریں,negative,sports,True,neg,neg,neg
وہ اصل میں منتظم اعلی ہیں ناں اس لیئے ڈانٹ ڈپٹ اپنا حق سمجھتے ہیں لیکن کوئی مانے بھی تو    ,positive,sports,True,pos,pos,pos
میں مانتی ہوں,neutral,sports,True,neu,neu,neu
  یہ تو کرکٹ والا تھریڈ ہے,neutral,sports,True,neu,neu,neu
تو پھر کیا ہوا کرکٹ والا تھریڈ ہے تو، اور ویسے بھی کل سے سیریز شروع ہو رہی ہے,neutral,sports,True,neu,neu,neu
عید کی آمدورفتاتنی لمبی ,neutral,sports,True,neu,neu,neu
ارجنٹائن اور ہالینڈ بھی اگلے راؤنڈ میں پہنچ گئے,neutral,sports,True,neu,neu,neu
پرتگال بھی اگلے راؤنڈ میں پہنچ گیا,neutral,sports,True,neu,neu,neu
برازیل اور سپین بھی اگلے راؤنڈ میں,neutral,sports,True,neu,neu,neu
سویڈن انگلستان سے میچ برابر کر کے اگلے راؤنڈ میں پہنچ گیا,neutral,sports,True,neu,neu,neu
زبردست، اسی طرح سے اپ ڈیٹ چلتی رہے تو بہت مزا آئے آپ دوستوں نے تو ٹٍکر کی کمی بھی محسوس نہیں ہونے دی زندہ باد,positive,sports,True,pos,pos,pos
ابھی تو میکسیکو پرتگال سے ایک دو سے ہار رہا ہے  ابھی میکسیکو نے ایک پلینٹی کک بھی مس کر دی ہے ,negative,sports,True,neg,neg,neg
مائیکل اوون کی انجری سے انگلستان کی مشکلات میں اضافہ تو ہوا ہے مگر سویڈن کے خلاف جیسا کھیل پیش کیا اس سے لگتا ہے کہ انگلینڈ اب فارم میں آگیا ہے,neutral,sports,True,neu,neu,neu
محب انگلستان اگر جیت جاتا تو بھی اس کا مقابلہ ایکویڈور سے ہوتا,positive,sports,True,pos,pos,pos
اٹلی اور گھانا گروپ ای سے اگلے راؤنڈ میں پہنچ گئے,neutral,sports,True,neu,neu,neu
انگریزی سرکار تو اگلے راؤنڈ تک پہنچ گئی مگر امرکہ بہادر نہ جا سکے اب مزیدار میچ ہوں گے,neutral,sports,True,neu,neu,neu
اب جنوبی کوریا، فرانس اور سوئتزرلینڈ میں سے کوئی دو پہنچیں گے,neutral,sports,True,neu,neu,neu
دوسرے راؤنڈ کے باقی مقابلے,neutral,sports,True,neu,neu,neu
اٹلی بمقابلہ آسٹریلیا,neutral,sports,True,neu,neu,neu
بہت عمدہ زکریا بھائی,positive,sports,True,pos,pos,pos
آخری دو میچز کے بعد پہلا راؤنڈ ختم ہوا,neutral,sports,True,neu,neu,neu
بہت عمدہ زکریا بھائی بہت اچھی طرح سے اپ ڈیٹ دے رہے ہیں ویسے اگر وقت ہو تو ان نتائج کو ٹیبل کی شکل میں یہاں‌ ترتیب دے دیں؟,positive,sports,True,pos,pos,pos
ابھی اٹلی اور فرانس کے درمیان ورلڈ کپ کا فائنل شروع ہونے والا ہے میرا ٹپ ہے کہ فرانس یہ میچ جیت جائے گا,positive,sports,True,pos,pos,pos
جی اور وہ بھی  سے ,neutral,sports,True,neu,neu,neu
باتونی ہاتھی,neutral,sports,True,neu,neu,neu
 اٹلی  سے جیتے گا ,positive,sports,True,pos,pos,pos
یقیناً اٹلی ہی جیتے گا کہ اگر فرانس کو مذید پیلنٹی ککسز نہ ملیں تو گول کیسے کرے گا ,neutral,sports,True,neu,neu,neu
میں تو فرانس کے ساتھ ہوں,neutral,sports,True,neu,neu,neu
 اٹلی جیتے گا انشاءاللہ ,positive,sports,True,pos,pos,pos
منصور کی اور میری شرط لگی ہے اگر میں جیت گئی تو منصور میرے حصے کا بھی کام وکّی پر کریں گے     ,positive,sports,True,pos,pos,pos
اللہ میاں اٹلی آج جیت جائے پھر بے شک وہ قیامت تک نہ جیتے [​]  ,neutral,sports,False,pos,neu,neu
بال تو اٹلی ہی نے اپنے پاس رکھی ہوئی ہے مگر اس کا کوئی خاص فائدہ نہیں اٹھایا مجھے لگتا ہے میچ ایکسٹرا ٹائم میں جائے گا,negative,sports,True,neg,neg,neg
 بے شک قیامت تک نہ جیتے ,negative,sports,True,neg,neg,neg
ویسے لگے ہاتھوں یہ تو بتا دیتیں کہ میرے جیتنے پر کیا انعام تھا   ,positive,sports,True,pos,pos,pos
لیں میچ برابر ہوا اب دیکھتے ہیں ایکسٹرا ٹائم میں کیا ہوتا ہے ابھی بھی   کا خیال ہے کہ اٹلی جیتے گا اگرچہ اس کے امکانات پہلے سے کچھ کم ہیں,positive,sports,False,pos,neu,pos
نعام وہ ہی جو میرا ہو گا   ,neutral,sports,False,neu,pos,neu
 فرانس کی گول کرنے کی کوشش ناکام,negative,sports,True,neg,neg,neg
مائی گاڈ فرانس    ,neutral,sports,False,neu,neg,neu
 کو پتہ نہیں کیا ہو گیا ہے,negative,sports,True,neg,neg,neg
لگتا ہے میری دعاؤں کا اثر ہو رہا ہے اس کو زور سے جھٹکا لگا ہے ویسے عجیب ہی کام کیا ہے اس نے,neutral,sports,False,neu,neg,neu
اٹلی جیت جائے گا میرا خیال ہے,positive,sports,True,pos,pos,pos
مبارکباد ماوراء اب لائیں مٹھائی,positive,sports,True,pos,pos,pos
شکریہ قیصرانی لیکن ناروے جیتتا تو ضرور مٹھائی بھی کھلوا دیتی,positive,sports,True,pos,pos,pos
مین اس وقت سے سوچ رہا ہوں کہ انسان کس طرح لمحات کی قید میں ہوتا ہے ,negative,sports,False,neg,neu,neg
زیڈان نے اٹلی کے ایک پلیئر کو کسی بات پر مشتعل ہو کر مارا جس پر اسے ریڈکارڈ دکھا کر باہر نکال دیا گیا,neutral,sports,False,neg,neu,neu
میں تو ابھی تک زیڈان کو ریڈکارڈ ملنے کے شاک سے نہیں نکل سکا   اگر زیڈان اس میچ کو آخر تک کھیلتا تو فرانس کی تاریخ میں اس کا نام سنہری لفظوں میں لکھا جاتا لیکن یہ سب کچھ زیڈان نے صرف ایک لمحے کی چوک سے برباد کر دیا انسان واقعی لمحات کی قید میں ہوتا ہے,negative,sports,False,neg,neu,neg
یہ زیڈان کے کیریر کا آخری میچ اور ورلڈکپ کا فائنل تھا,neutral,sports,True,neu,neu,neu
فرانس کو بلندیوں تک لے جانے والا زیڈان ہی تھا ,neutral,sports,False,neu,pos,neu
زیڈان کے ایجنٹ کا کہنا ہے کہ اٹلی کے کھلاڑی نے زیڈان کی ماں کے بارے میں کچھ کہا تھا جس پر وہ اس لمحہ خود پر قابو نہ پاسکا بہرحال ورلڈ کپ پلئیر کا اعزاز تو اسے مل ہی گیا ہے اس ورلڈ کپ میں اس کے کھیل کو کوئی فراموش نہیں کرسکے گا اور کوئی ذی شعور اور کھیل سے دلچسپی رکھنے والا اس چیز کو فراموش نہیں کرسکے گا,positive,sports,False,pos,neu,pos
ایک رپورٹ تو یہ تھی کہ اطالوی کھلاڑی نے زیدان کو دہشت‌گرد کہا تھا,negative,sports,False,neu,neg,neg
شکریہ زکریا ، اصل میں انگریزی میں سن اور پڑھ کر دھیان ہی نہیں جاتا کہ اصل نام کیا ہے ,neutral,sports,False,neu,neg,neu
میں اس واقعہ کے باوجود اسے بہت اچھا کھلاڑی مانتا ہوں اور یہ بھی کہ اس ورلڈ کپ کی سحر انگیز شخصیت وہی تھا,positive,sports,True,pos,pos,pos
زیدان نے اچھا نہیں کیا، اس بارے میں تو کوئی شک نہیں,neutral,sports,False,neu,neg,neu
لیکن کیا اسکی سزا عالمی کپ کے فائنل میں اسکو باہر نکال دینا تھی جبکہ وہ اپنی ٹیم کا کپتان بھی تھا اور سب سے مضبوط کھلاڑی بھی؟؟ ,neutral,sports,False,neu,neg,neu
 یہ بھی کہ میترازی اسپر بہت دیر سے فقرے کس رہا تھا,negative,sports,False,neg,neu,neg
 یہ بھی کہ آج میترازی نے خود اعتراف کیا ہے کہ میں نے زیدان کے نپل کو مسلا تھا,neutral,sports,False,neu,neg,neu
 یہ بھی کہ میترازی نے خود اعتراف کیا ہے کہ میں نے اس کو گالی دی تھی اور یہ کہہ کہ اسکو ہلکا بنانے کی کوشش کی ہے کہ یہ گالی تو ہر میچ میں دی جاتی ہے اور گالی کی وضاحت بھی نہیں کی,negative,sports,True,neg,neg,neg
 میترازی نے یہ بھی کہا ہے کہ مجھے تو ٹیررسٹ کا مطلب بھی نہیں پتا,negative,sports,True,neg,neg,neg
اس واقعے میں، میرے خیال میں، میترازی اور زیدان برابر کے قصوروار ہیں اور کسی بھی صورت میں زیدان کو باہر نہیں بھیجا جانا چاہئیے تھا خصوصا اتنے زیادہ وقفے کے بعد جس کی بناء پر فیفا پر اب یہ الزام لگ رہا ہے کہ چوتھے ریفری نے ویڈیو ری پلے دیکھ کر یہ فیصلہ کیا تھا جو کہ فیفا قواعد کی رو سے سختی سے ممنوع ہے,negative,sports,True,neg,neg,neg
میتراتزی کے کسے ہوئے فقروں کی جو تفصیل سامنے آ رہی ہے وہ خاصی ناقابل اشاعت ہے,positive,sports,True,pos,pos,pos
ایک سنسنی خیز امکان یہ بھی ہے کہ میتراتزی پر الزام ثابت ہوجائے تو اٹلی کی ٹیم کو ڈسکوالیفائی کر دیا جائے گا,negative,sports,True,neg,neg,neg
فیفا نے اس واقعے کی تحقیقات کا آغاز کر دیا ہے میں اس سلسلے میں معلومات اکٹھی کر رہا ہوں   اور اس سے ورلڈکپ کا اعزاز بھی چھین لیا جائے گا، اگرچہ یہ انتہائی صورت ہوگی,negative,sports,True,neg,neg,neg
یہ ایک ای میل میں ملی ہے تصویر کا یہ ایک پہلو دیکھ کر رائے دیں,neutral,sports,True,neu,neu,neu
منصور، تصویر کے کس پہلو کی بات کر رہے ہو؟ یہ سین تو ہم نے کئی مرتبہ ٹی وی پر دیکھا ہے,neutral,sports,True,neu,neu,neu
ارے نبیل بھائی، یہ سین ان لوگوں کے لیے ہے جنہوں نے اسے ابھی تک نہیں دیکھاجیسا کہ میں دوسرا اس میں دیکھیں تو پتہ چلتا ہے کہ ہیڈر اتنا زور دار نہیں تھا جتنا اٹلی کے کھلاڑی نے ظاہر کیا دوسرا ہیڈر کے ساتھ ہاتھ بھی استعمال ہوئے ہیں,negative,sports,True,neg,neg,neg
زیدان کا سرخ کارڈ تو یقینی اور صاف ظاہر تھا میتراتزی کو اس وقت کارڈ دینا مشکل تھا کہ ریفری کو کیسے پتہ چلتا کہ اس نے نازیبا الفاظ کا استعمال کیا ہے مگر شاید اسے اب سزا مل جائے ,negative,sports,True,neg,neg,neg
نبیل میتراتزی کے فقروں کا کوئی انگریزی ماخذ ہی دے دیتے بی‌بی‌سی کے مطابق آج زیدان فرانسیسی ٹی‌وی پر آئے گا,neutral,sports,True,neu,neu,neu
زکریا، میتراتزی کے فقروں کا کوئی بھی ماخذ اس وقت مصدقہ نہیں ہے کسی نے میتراتزی کو نہیں سنا میں نے خبروں میں پڑھا ہے کہ کچھ لوگ میتراتزی کے ہونٹوں کو جنبش سے اندازہ  لگا رہے ہیں کہ اس نے اطالوی زبان میں کیا کہا ہے اور اس کو انگریزی میں ترجمہ کر رہے ہیں,negative,sports,True,neg,neg,neg
جی نبیل بھائی، میں‌نے بھی یہی پڑھا ہے کہ لپ ریڈنگ سے اندازہ لگا رہے ہیں کہ زیدان سے یہ کہا گیا تھا,neutral,sports,True,neu,neu,neu
دوسرا میتراتزی کے ایجنٹ یا شاید کوچ کا کہنا ہے کہ “اس کے نزدیک میتراتزی بے قصور ہے مگر میتراتزی کی خاموشی اس کا اعتراف لگ رہی ہے“,negative,sports,True,neg,neg,neg
 یہ بات ابھی تک سامنے نہیں آئی کہ اصل میں اس نے زیدان کو کیا کہا تھا,negative,sports,True,neg,neg,neg
فرانس کی عوام اور میڈیا کی اکثریت کی حمایت ورلڈکپ میں شکست کے باوجود زیدان کے ساتھ ہے,negative,sports,True,neg,neg,neg
منصور، میتراتزی خاموش نہیں ہے اور وہ زیدان کو انسلٹ کرنے کا اعتراف کر چکا ہے ,negative,sports,True,neg,neg,neg
انتہائی لغو اور بے کار رپورٹ ہے پتا نہیں لوگوں کو کیا ملتا ہے ہر معاملے کو اسلام اور کفر کی جنگ بنا کے,negative,sports,True,neg,neg,neg
شپیگل کے مطابق آج فیفا نے میترازی کے خلاف بھی تحقیقات شروع کرنے کا اعلان کیا ہے,negative,sports,True,neg,neg,neg
کل انٹرویو میں زیدان نے کہا ہے کہ میترازی نے اسکو ماں اور بہن کی گالیاں دی تھیں اس نے کہا کہ یہ ایسے الفاظ تھے جنہوں نے مجھے احساسات کی گہرائیوں تک مجروح کر دیا ایسے الفاظ سننے سے بہتر تھا کہ میں اپنے منہ پر مکہ کھا لیتا اس نے یہ الفاظ کہے، پھر دوبارہ کہے، پھر تیسری دفعہ کہے,negative,sports,True,neg,neg,neg
زیدان کے کل کے ٹی وی انٹرویو کے بعد اب میتراتزی کے خلاف بھی تحقیقات شروع ہو جائیں گے,neutral,sports,False,neg,neu,neu
فیفا پہلے ہی زیدان کے خلاف تحقیقات کر رہی ہے اور اس بات کا امکان ہے کہ اس کا ورلڈکپ کے بہترین کھلاڑی کا اعزاز واپس لے لیا جائے گا   اور دونوں کھلاڑیوں کو جولائی کو فیفا کے سامنے پیش ہونے کا حکم دیا گیا ہے,negative,sports,False,neg,neu,neg
 زیدان نے اپنے انٹرویو میں کہا تھا کہ ایک جانب فیفا نے نسل پرستی کے خلاف جنگ کا اعلان کیا ہے اور دوسری جانب اٹلی کے ایک وزیر کا بیان آیا ہے کہ اٹلی کی ٹیم نے فرانس کی کالوں، مسلمانوں اور کمیونسٹوں پر مشتمل ٹیم کو شکست دی ہے,negative,sports,True,neg,neg,neg
میتراتزی آہستہ آہستہ اپنے کرتوت کا اعتراف کر رہا ہے اب اس کا کہنا ہے کہ اس نے زیدان کی ماں کے متعلق نہیں، صرف اس کی بہن کے متعلق کچھ کہا تھا ابھی اس نے کسی مذہبی یا نسلی تعصب کی بات کرنے کا اعتراف نہیں کیا,negative,sports,False,neg,neu,neg
ان سب باتوں کے باوجود میں یہی سمجھتا ہوں کہ زیدان نے غلط کیا تھا وہ ایک لمحے کی چوک کی وجہ سے اپنی ٹیم کی شکست کا ذمہ دار بنا اور جو عظمت اس کے حصے میں آنی تھی، وہ بھی گنوائی,negative,sports,True,neg,neg,neg
دیکھیں کہ کیا نتیجہ نکلتا ہے  کی پیشی کے بعد,neutral,sports,True,neu,neu,neu
کوارٹرفائنل جاری ہے ہاف ٹائم پر کوئی گول نہیں ہوا لوگ کہتے ہیں کہ انگلستان جیتے گا مگر دل نہیں مانتا,negative,sports,False,neg,neu,neg
اور  منٹ تک کوئی گول نہیں ہوا,negative,sports,False,neg,neu,neg
لگ رہا ہے کہ یہ میچ بھی ایکسٹرا ٹائم میں جائے گا انگلستان  کھلاڑیوں سے کھیل رہا ہے مگر پرتگال پھر بھی گول نہ کر سکا,negative,sports,True,neg,neg,neg
بہت عمدہ جاری رکھیں میری ہمدردیاں انگلستان کے ساتھ ہیں اور وہی ورلڈ کپ جیتے گا   ,positive,sports,True,pos,pos,pos
تم تھالی کے بیگن کی طرح ادھر اُدھر کیوں لڑھک رہے ہو   ,neutral,sports,False,neu,neg,neu
کسی ایک طرف کیوں نہیں ہو جاتے  کل تک تو جرمنی کیساتھ تھے  کچھ تو شرم کرو یار ,neutral,sports,False,neu,neg,neu
ظفری آگیا یار اب اپنی ذمہ داری سنبھالو، میں چلا جرمنی کے‌ حق میں,positive,sports,True,pos,pos,pos
لائیو سکور چلتا رہے تو مزہ آئے,positive,sports,True,pos,pos,pos
صیح کہا کہ انگلینڈ کے دس کھلاڑیوں کے کھیلنے کے باوجود بھی فائدہ نہیں اُٹھا سکا ,neutral,sports,True,neu,neu,neu
پہلے انگلینڈ نے مِس کی اور اب پاگل پرتگال کے کھلاڑی نے گول‌کیپر کو دھوکہ دینے کے باوجود مِس کر دی,negative,sports,False,neg,neu,neg
اب پرتگال گیا ,neutral,sports,True,neu,neu,neu
پرتگال نے باہر مار دی اب پرتگال کو ڈوب مرنا چاہیئے,negative,sports,True,neg,neg,neg
 واہ مقابلہ برابر ہے,positive,sports,False,neu,pos,pos
آخری موقع ہے انگلینڈ کے پاس,neutral,sports,True,neu,neu,neu
انگلینڈ آج تک ورلڈ کپ میں ککس پر ہر میچ ہارا ہے,negative,sports,True,neg,neg,neg
اور آج بھی ہار گیا,negative,sports,True,neg,neg,neg
پرتگال کا  کے بعد سے یہ پہلا سیمی‌فائنل ہے,neutral,sports,True,neu,neu,neu
چلو اب چلتے ہیں فرانس اور فیورٹ برازیل کے میچ کی طرف ,positive,sports,False,pos,neu,pos
گڈ لک فار پرتگال اور سوری برائے انگلینڈ,neutral,sports,False,neu,pos,neu
انگلینڈ کے کھلاڑی بہت جذباتی ہورہے ہیں اور گراؤنڈ میں بیٹھ کر رو رہے ہیں ,negative,sports,True,neg,neg,neg
پرتگال کی ٹیم میں رونالڈو ہے مگر زیادہ مشہور برازیل کا رونالڈو ہے,positive,sports,True,pos,pos,pos
شکریہ  کزن نے بھی سی رونالڈو لکھا تھا,positive,sports,True,pos,pos,pos
دوسرے ہاف کے شروع میں ہی کپتان بیکھم انجری کے باعث باہر آگیا اور پھر سب سے اہم کھلاڑی رونی کو ریڈ کارڈ مل گیا جو کہ میرا خیال ہے کہ کچھ زیادتی تھی ریفری کی اس کے باوجود انگلینڈ نے گول نہیں ہونے دیا تو یہ اس کی کامیابی تھی,negative,sports,True,neg,neg,neg
 گھنٹے میں پہلا کوارٹرفائنل ہے یہ سب سے  کوارٹرفائنل لگ رہا ہے میری ٹپ یہ ہے کہ جرمنی بہتر کھیل رہا ہے اور اسے ہوم گراؤنڈ کا فائدہ بھی ہے اس لئے وہ  گول سے جیت جائے گا,positive,sports,True,pos,pos,pos
دیکھ لیجیے میں نے پھڑ لینا ہے اگر جرمنی نہ جیتا کیونکہ آپ پروفیشنل بابا جی نہیں لگتے مجھے,negative,sports,True,neg,neg,neg
میچ شروع ہے  منٹ ہو چکے ہیں,neutral,sports,True,neu,neu,neu
میرا خیال ہے کہ ارجنٹائن دو ایک سے جیت جائے گا ,positive,sports,True,pos,pos,pos
ارجنٹائن کی ٹیم ابھی تک جرمنی کی ٹیم بہتر کھیل پیش کر رہی ہے,positive,sports,True,pos,pos,pos
دیکھتے ہیں دوسرے ہاف میں کیا بنتا ہے,neutral,sports,True,neu,neu,neu
ہاں ارجنٹائن کی ٹیم کچھ بہتر لگ رہی ہے شکر ہے وہ ویسے نہیں کھیل رہے جیسے میکسکو کے خلاف کھیلے تھے,positive,sports,True,pos,pos,pos
اگر ارجنٹائن نے اگلے ہاف میں برتری نہ حاصل کی تو پھر ان کے لئے مشکل ہے,negative,sports,True,neg,neg,neg
سکور کارڈ تو لگ رہا ہے کہ صفر صفر ہی ہے، کیسے؟,neutral,sports,True,neu,neu,neu
لو جی میری پیشگوئی کا پہلا حصہ مکمل ہوگیا    ,neutral,sports,True,neu,neu,neu
میں آپ کا خط پڑھ رہا تھا کہ جرمنی نے گول کر دیا,neutral,sports,True,neu,neu,neu
اب تیسری اور آخری پیشگوئی کا انتظار جو کہ فاضل وقت میں متوقع ہے ,positive,sports,True,pos,pos,pos
بلکل  یہ بھی ہوسکتا ہے ، کون جانتا ہے  بس اندازے ہی تو ہیں ,neutral,sports,True,neu,neu,neu
میچ ایکسٹرا ٹائم پر گیا,neutral,sports,True,neu,neu,neu
اب پینلٹی ککس چلیں گی,negative,sports,True,neg,neg,neg
جرمنی جیت گیا,positive,sports,True,pos,pos,pos
بہت خوب مزید جاری رکھیں,positive,sports,True,pos,pos,pos
زندہ باد جرمنی جیتا گیاااااااااااااااااااااا   ,positive,sports,True,pos,pos,pos
مجھے تو بلکل مزا نہیں آیا    ,negative,sports,True,neg,neg,neg
میری فیورٹ ٹیمز برازیل اور ارجنٹائن ہی تھیں  اب برازیل سے ہی اُمید ہے  ,positive,sports,True,pos,pos,pos
ویسے دونوں‌کی ٹپس نے کام نہیں کیا,negative,sports,True,neg,neg,neg
زندہ باد جرمنی,positive,sports,True,pos,pos,pos
 آج ناکوں چنے چبا دیے تھے ارجنٹائن نے، اور کچھ دیر تک میچ پر حاوی بھی رہے تھے لیکن جرمنی نے بھی بہت زبردست کھیل کا مظاہرہ کیا اور قسمت نے بھی ان کا ساتھ دیا ,positive,sports,True,pos,pos,pos
